sequence,kind,name,name_zh_hans,filename,relative_path,image_url,source_page,source,translation_source,content_type,bytes,sha256,status,error
151,pokemon,Lampent,灯火幽灵,151-lampent.png,assets/pokopia_image_sources/pokemon_portraits/151-lampent.png,https://pokopiadex.com/images/pokemon/sprites/lampent.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,109432,89a429af3aad6342f95014a433d86e8b04919e296f98e164d56726adb8b81a4c,ok,
152,pokemon,Lapras,拉普拉斯,152-lapras.png,assets/pokopia_image_sources/pokemon_portraits/152-lapras.png,https://pokopiadex.com/images/pokemon/sprites/lapras.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,131725,9aa02ff66c5fed806a8ca74f7374d33cc5cb95a47a709156c756611d24598550,ok,
153,pokemon,Larvesta,燃烧虫,153-larvesta.png,assets/pokopia_image_sources/pokemon_portraits/153-larvesta.png,https://pokopiadex.com/images/pokemon/sprites/larvesta.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,131655,d9075d3fc6b350d6b48b9428e54f913e3682f306e65e72e94b0ee23e8fcde306,ok,
154,pokemon,Larvitar,幼基拉斯,154-larvitar.png,assets/pokopia_image_sources/pokemon_portraits/154-larvitar.png,https://pokopiadex.com/images/pokemon/sprites/larvitar.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,80030,2dfaf332a3428cd4e01d3c91a556413b277b7cc918ca479b535ed0dbfee8551c,ok,
155,pokemon,Leafeon,叶伊布,155-leafeon.png,assets/pokopia_image_sources/pokemon_portraits/155-leafeon.png,https://pokopiadex.com/images/pokemon/sprites/leafeon.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,136225,28435f2027ed1a12fbd3437ec68a09ffe57fbfc67345a3f081429f96d9aef0ef,ok,
156,pokemon,Litwick,烛光灵,156-litwick.png,assets/pokopia_image_sources/pokemon_portraits/156-litwick.png,https://pokopiadex.com/images/pokemon/sprites/litwick.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,78146,0b6b2fde34de5c45c05a834dbf861b8ea2b0225e95c3768ce02d3bb71ea56854,ok,
157,pokemon,Lombre,莲帽小童,157-lombre.png,assets/pokopia_image_sources/pokemon_portraits/157-lombre.png,https://pokopiadex.com/images/pokemon/sprites/lombre.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,143176,8d4040715d38513a149ce54d021b3f686b4fcafb02d158cae066da01fbc8f738,ok,
158,pokemon,Lotad,莲叶童子,158-lotad.png,assets/pokopia_image_sources/pokemon_portraits/158-lotad.png,https://pokopiadex.com/images/pokemon/sprites/lotad.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,116765,6ea6e6755c6e85aad39759ba6b2eed023cdd2937073c4b230f7b18657506281f,ok,
159,pokemon,Lucario,路卡利欧,159-lucario.png,assets/pokopia_image_sources/pokemon_portraits/159-lucario.png,https://pokopiadex.com/images/pokemon/sprites/lucario.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,103778,4c034a663b3110274605a3d3b8d212fe1380c1d147998e6c0e181382424454d3,ok,
160,pokemon,Ludicolo,乐天河童,160-ludicolo.png,assets/pokopia_image_sources/pokemon_portraits/160-ludicolo.png,https://pokopiadex.com/images/pokemon/sprites/ludicolo.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,148925,fe121c8fc202025b87a357f3e931a80d6debdab89f39f19f355d44ba6ebe94e5,ok,
161,pokemon,Lugia,洛奇亚,161-lugia.png,assets/pokopia_image_sources/pokemon_portraits/161-lugia.png,https://pokopiadex.com/images/pokemon/sprites/lugia.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,119374,bfc61527b4ca2775fc6df6ce46b942027607f272421a4c8266c0a1ef743e937f,ok,
162,pokemon,Machamp,怪力,162-machamp.png,assets/pokopia_image_sources/pokemon_portraits/162-machamp.png,https://pokopiadex.com/images/pokemon/sprites/machamp.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,173719,c535a81d675bb0ef9184e44b33da04bac5894dde32ca80713b4bb0b328063f9b,ok,
163,pokemon,Machoke,豪力,163-machoke.png,assets/pokopia_image_sources/pokemon_portraits/163-machoke.png,https://pokopiadex.com/images/pokemon/sprites/machoke.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,161049,1f02156b2b361ebad917f83b79d0e8539cec12a64e41e3a160aa2d2d76c39e1f,ok,
164,pokemon,Machop,腕力,164-machop.png,assets/pokopia_image_sources/pokemon_portraits/164-machop.png,https://pokopiadex.com/images/pokemon/sprites/machop.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,121546,36ec58bdad40513ada2920b674aa30ba82f00bc150992cc5eadf8d29403e5a45,ok,
165,pokemon,Magby,鸭嘴宝宝,165-magby.png,assets/pokopia_image_sources/pokemon_portraits/165-magby.png,https://pokopiadex.com/images/pokemon/sprites/magby.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,90261,47ab0262f197edcc9e7c8ec7d3483f315c058e7a0aabda844bbca1654ae5bbef,ok,
166,pokemon,Magikarp,鲤鱼王,166-magikarp.png,assets/pokopia_image_sources/pokemon_portraits/166-magikarp.png,https://pokopiadex.com/images/pokemon/sprites/magikarp.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,129978,366c709d6446ad0bdd8151b6b448030b6ec6872ccfd327d8bb1a47cb1c6b29b8,ok,
167,pokemon,Magmar,鸭嘴火兽,167-magmar.png,assets/pokopia_image_sources/pokemon_portraits/167-magmar.png,https://pokopiadex.com/images/pokemon/sprites/magmar.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,141130,e491872720d786cbb38156f5b70e3cb4bf0d0740c8cc0c6358fb9ce883a3d165,ok,
168,pokemon,Magmortar,鸭嘴炎兽,168-magmortar.png,assets/pokopia_image_sources/pokemon_portraits/168-magmortar.png,https://pokopiadex.com/images/pokemon/sprites/magmortar.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,174799,1b450fca592a5750c97cd5a39c40b43ecd3597693090c7b8aa4fb1eff6e05f05,ok,
169,pokemon,Magnemite,小磁怪,169-magnemite.png,assets/pokopia_image_sources/pokemon_portraits/169-magnemite.png,https://pokopiadex.com/images/pokemon/sprites/magnemite.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,74876,2be5ff84bbad9fc2986493eb7d5d78adacaab119e003549870fd907090547546,ok,
170,pokemon,Magneton,三合一磁怪,170-magneton.png,assets/pokopia_image_sources/pokemon_portraits/170-magneton.png,https://pokopiadex.com/images/pokemon/sprites/magneton.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,129888,e7af873adccb99099cb17454f9f0f7b871271951da4fb1a53e47121c5cb36716,ok,
171,pokemon,Magnezone,自爆磁怪,171-magnezone.png,assets/pokopia_image_sources/pokemon_portraits/171-magnezone.png,https://pokopiadex.com/images/pokemon/sprites/magnezone.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,101637,c2da782a349cc1487b9033b7bac44ddb1f37eca84648d630703f22f8f21dc72d,ok,
172,pokemon,Makuhita,幕下力士,172-makuhita.png,assets/pokopia_image_sources/pokemon_portraits/172-makuhita.png,https://pokopiadex.com/images/pokemon/sprites/makuhita.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,129770,e00cfb4b6d54861e29408053012901cd1ab7a31834bab738bef2ca691d061d09,ok,
173,pokemon,Mareep,咩利羊,173-mareep.png,assets/pokopia_image_sources/pokemon_portraits/173-mareep.png,https://pokopiadex.com/images/pokemon/sprites/mareep.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,161766,d7180868cbe7d6a085f20d4014ff9aa8fddc7d29d9eb153bb7112a0b3ab992c6,ok,
174,pokemon,Marill,玛力露,174-marill.png,assets/pokopia_image_sources/pokemon_portraits/174-marill.png,https://pokopiadex.com/images/pokemon/sprites/marill.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,100512,782d17d46e24aa1cb33996a6544552cc2e5664fa51944ed5a051b29a22082437,ok,
175,pokemon,Marowak,嘎啦嘎啦,175-marowak.png,assets/pokopia_image_sources/pokemon_portraits/175-marowak.png,https://pokopiadex.com/images/pokemon/sprites/marowak.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,132550,71c1fcf3624b4568e30b36181e12b8dbc34ecab56043c971dd216c11c39bb94c,ok,
176,pokemon,Mawile,大嘴娃,176-mawile.png,assets/pokopia_image_sources/pokemon_portraits/176-mawile.png,https://pokopiadex.com/images/pokemon/sprites/mawile.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,113406,f3aa9065cc01a57e41e7ee42bde757c583fdc71c4e6cd79790668f1b60995a95,ok,
177,pokemon,Meowscarada,魔幻假面喵,177-meowscarada.png,assets/pokopia_image_sources/pokemon_portraits/177-meowscarada.png,https://pokopiadex.com/images/pokemon/sprites/meowscarada.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,117075,2d75ae1b49d8f2ffebacb5b517c8bb201cfb042ec765bc2a8f130921e6d24be7,ok,
178,pokemon,Meowth,喵喵,178-meowth.png,assets/pokopia_image_sources/pokemon_portraits/178-meowth.png,https://pokopiadex.com/images/pokemon/sprites/meowth.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,106986,70336b6d39242f31d929f042c9e58926de7e9ff1f6f3212e2237892fa4bf974d,ok,
179,pokemon,Metagross,巨金怪,179-metagross.png,assets/pokopia_image_sources/pokemon_portraits/179-metagross.png,https://pokopiadex.com/images/pokemon/sprites/metagross.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,113711,ee30389a224fe243bc20ae8647d51b9e8d7b98cb0a0b320504d2de4d7bbdff8c,ok,
180,pokemon,Metang,金属怪,180-metang.png,assets/pokopia_image_sources/pokemon_portraits/180-metang.png,https://pokopiadex.com/images/pokemon/sprites/metang.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,133815,1a64b717b51d9444c9f11ef886f686355b9410dbe29f73b779a0bfc88047934a,ok,
181,pokemon,Mew,梦幻,181-mew.png,assets/pokopia_image_sources/pokemon_portraits/181-mew.png,https://pokopiadex.com/images/pokemon/sprites/mew.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,84401,73429b41c859df02c2d8cf5313150e908b42e29fe327e0554aa3e190f85d3f8c,ok,
182,pokemon,Mewtwo,超梦,182-mewtwo.png,assets/pokopia_image_sources/pokemon_portraits/182-mewtwo.png,https://pokopiadex.com/images/pokemon/sprites/mewtwo.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,115869,e9dc9acae7c82b705fb06460b0a51c7c28ec2bf8ef4854482b0befbb73f5c97c,ok,
183,pokemon,Mime Jr.,魔尼尼,183-mime-jr.png,assets/pokopia_image_sources/pokemon_portraits/183-mime-jr.png,https://pokopiadex.com/images/pokemon/sprites/mime-jr.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,88236,e2372861bca9b0e0c9c5b72612d1949f77743868b70a1edec57986fb020c203b,ok,
184,pokemon,Mimikyu,谜拟丘,184-mimikyu.png,assets/pokopia_image_sources/pokemon_portraits/184-mimikyu.png,https://pokopiadex.com/images/pokemon/sprites/mimikyu.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,95376,af053bf501737fce44fac161a76cd41d5fd7cc444ef3340e6631051d4504df3b,ok,
185,pokemon,Minccino,泡沫栗鼠,185-minccino.png,assets/pokopia_image_sources/pokemon_portraits/185-minccino.png,https://pokopiadex.com/images/pokemon/sprites/minccino.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,118264,131d97400dad9222bc989e986ee31799e33d1a1f3bc9f8f81de92344fdf39aa7,ok,
186,pokemon,Minun,负电拍拍,186-minun.png,assets/pokopia_image_sources/pokemon_portraits/186-minun.png,https://pokopiadex.com/images/pokemon/sprites/minun.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,73835,8519fd8d2d980b682f79d016704fda9463a830c9cfb5146ce0852e06f17a6c4f,ok,
187,pokemon,Misdreavus,梦妖,187-misdreavus.png,assets/pokopia_image_sources/pokemon_portraits/187-misdreavus.png,https://pokopiadex.com/images/pokemon/sprites/misdreavus.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,157612,c28388e6cb0bbaf024ae27e979696dc1f2b157af882050e99903541a19470065,ok,
188,pokemon,Mismagius,梦妖魔,188-mismagius.png,assets/pokopia_image_sources/pokemon_portraits/188-mismagius.png,https://pokopiadex.com/images/pokemon/sprites/mismagius.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,109402,a8797bee19e11dd953813b5fcc2ba4e8798b9004bbbe3e2b3b13c96f73d33726,ok,
189,pokemon,Moltres,火焰鸟,189-moltres.png,assets/pokopia_image_sources/pokemon_portraits/189-moltres.png,https://pokopiadex.com/images/pokemon/sprites/moltres.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,97970,8b6082bd305f19d8c0eabc009880190305b2622d6c377986f9b50585f8c742cc,ok,
190,pokemon,Mosslax,卡比兽（萌苔）,190-mosslax.webp,assets/pokopia_image_sources/pokemon_portraits/190-mosslax.webp,https://img.rankedboost.com/wp-content/plugins/pokopia/assets/npcs/mosslax.png,https://rankedboost.com/pokopia/pokedex/,rankedboost_pokedex,official_pokopia_sc_pokemon,image/webp,78680,90113357de0359e045fb96e555a0357aed7d6a75fb0888713ea4deb6c810bfe5,ok,
191,pokemon,Mr. Mime,魔墙人偶,191-mr-mime.png,assets/pokopia_image_sources/pokemon_portraits/191-mr-mime.png,https://pokopiadex.com/images/pokemon/sprites/mr-mime.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,150777,e8d2c1ed924b4249f6af1e10e3dc392cf2729366a0a58b1112bbc35ae088a89c,ok,
192,pokemon,Muk,臭臭泥,192-muk.png,assets/pokopia_image_sources/pokemon_portraits/192-muk.png,https://pokopiadex.com/images/pokemon/sprites/muk.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,96518,15fac973527bbffa98a16d6f0854e7e927026f29e3b5d9ea90daa99c44e8c7e1,ok,
193,pokemon,Munchlax,小卡比兽,193-munchlax.png,assets/pokopia_image_sources/pokemon_portraits/193-munchlax.png,https://pokopiadex.com/images/pokemon/sprites/munchlax.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,103612,126fa3d605434e8c9b50f9e33edbbc2c3b3625e3675d3632610687df7e0f4c78,ok,
194,pokemon,Murkrow,黑暗鸦,194-murkrow.png,assets/pokopia_image_sources/pokemon_portraits/194-murkrow.png,https://pokopiadex.com/images/pokemon/sprites/murkrow.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,88915,a22686c76c043299e361afc9b8ec67b9c3135677f5d4a9635d3970eb767dc033,ok,
195,pokemon,Ninetales,九尾,195-ninetales.png,assets/pokopia_image_sources/pokemon_portraits/195-ninetales.png,https://pokopiadex.com/images/pokemon/sprites/ninetales.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,173368,af8f38a82130db2fbb0228fa61f753079ebefa326751d5017c546e226bc0b502,ok,
196,pokemon,Noctowl,猫头夜鹰,196-noctowl.png,assets/pokopia_image_sources/pokemon_portraits/196-noctowl.png,https://pokopiadex.com/images/pokemon/sprites/noctowl.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,114502,3edf1bdccb528160f280221792930a82e8b71de2128201f81ef0ed454a032974,ok,
197,pokemon,Noibat,嗡蝠,197-noibat.png,assets/pokopia_image_sources/pokemon_portraits/197-noibat.png,https://pokopiadex.com/images/pokemon/sprites/noibat.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,128711,8c1decb22f2bdb54916202c220f81510f18c9023c20d8dcdf44b9cedd7ccf263,ok,
198,pokemon,Noivern,音波龙,198-noivern.png,assets/pokopia_image_sources/pokemon_portraits/198-noivern.png,https://pokopiadex.com/images/pokemon/sprites/noivern.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,130600,9e3929b988fc7a00bce6e1b0f4f15909df694b4ad18eff01bc935e1adeba4de4,ok,
199,pokemon,Oddish,走路草,199-oddish.png,assets/pokopia_image_sources/pokemon_portraits/199-oddish.png,https://pokopiadex.com/images/pokemon/sprites/oddish.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,121698,1c02c396a02758cf10185e82dd26684bfa9ff11c55e8af403957b161a9d3cb85,ok,
200,pokemon,Onix,大岩蛇,200-onix.png,assets/pokopia_image_sources/pokemon_portraits/200-onix.png,https://pokopiadex.com/images/pokemon/sprites/onix.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,138944,706d9efc646b7aa2f385448e03e406133d16c6cb37e1d386d3e8bce6d66fde7f,ok,
201,pokemon,Paras,派拉斯,201-paras.png,assets/pokopia_image_sources/pokemon_portraits/201-paras.png,https://pokopiadex.com/images/pokemon/sprites/paras.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,111421,7e8b017b76d22e9cd4cf737ee61a20832c232e6bcb2d09df5b05545a31d94117,ok,
202,pokemon,Parasect,派拉斯特,202-parasect.png,assets/pokopia_image_sources/pokemon_portraits/202-parasect.png,https://pokopiadex.com/images/pokemon/sprites/parasect.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,137302,3cfc8fea5e6109da4e65f32b04ed99bec503de8ecef3bb6b6acb46486d1ff4ed,ok,
203,pokemon,Pawmi,布拨,203-pawmi.png,assets/pokopia_image_sources/pokemon_portraits/203-pawmi.png,https://pokopiadex.com/images/pokemon/sprites/pawmi.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,106467,508fad283aa75eccdac526e7c947fa6f9e66a28af2766ac9af0c1cb62acf482f,ok,
204,pokemon,Pawmo,布土拨,204-pawmo.png,assets/pokopia_image_sources/pokemon_portraits/204-pawmo.png,https://pokopiadex.com/images/pokemon/sprites/pawmo.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,103759,412bfa17f86c5332b61f7360ce0e04301e5fa7f6ea84521ed7aee45dd2c36e9f,ok,
205,pokemon,Pawmot,巴布土拨,205-pawmot.png,assets/pokopia_image_sources/pokemon_portraits/205-pawmot.png,https://pokopiadex.com/images/pokemon/sprites/pawmot.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,118462,d345976a73a99ac0bddb852349fad05be3a81fa4902e3601f9a40e444bae9a89,ok,
206,pokemon,Peakychu,皮卡丘（浅色）,206-peakychu.webp,assets/pokopia_image_sources/pokemon_portraits/206-peakychu.webp,https://img.rankedboost.com/wp-content/plugins/pokopia/assets/npcs/peakychu.png,https://rankedboost.com/pokopia/pokedex/,rankedboost_pokedex,official_pokopia_sc_pokemon,image/webp,82814,574e083c773b368a8a6f0a1777ee6ba4abe38a9e7121ea7b973de85df4c04489,ok,
207,pokemon,Pelipper,大嘴鸥,207-pelipper.png,assets/pokopia_image_sources/pokemon_portraits/207-pelipper.png,https://pokopiadex.com/images/pokemon/sprites/pelipper.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,118291,eec46085a5c938032399a48bf34e173b21ee8ddba0da0ab1a4eb67cdf81e9128,ok,
208,pokemon,Persian,猫老大,208-persian.png,assets/pokopia_image_sources/pokemon_portraits/208-persian.png,https://pokopiadex.com/images/pokemon/sprites/persian.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,123733,af5bbda097ef00c2e342a95ed79bcb4f6d128715021099d6cb9575133e7a2486,ok,
209,pokemon,Pichu,皮丘,209-pichu.png,assets/pokopia_image_sources/pokemon_portraits/209-pichu.png,https://pokopiadex.com/images/pokemon/sprites/pichu.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,89251,229ea01720aea239680c2f0aa9a413dd192b26a72a822016816c13b2b768ed75,ok,
210,pokemon,Pidgeot,大比鸟,210-pidgeot.png,assets/pokopia_image_sources/pokemon_portraits/210-pidgeot.png,https://pokopiadex.com/images/pokemon/sprites/pidgeot.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,135668,ea96e8153eea966386b0566da7411c2932df6abc23e20df71f4adeea7d764825,ok,
211,pokemon,Pidgeotto,比比鸟,211-pidgeotto.png,assets/pokopia_image_sources/pokemon_portraits/211-pidgeotto.png,https://pokopiadex.com/images/pokemon/sprites/pidgeotto.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,122788,e240bf5640073e4d3391b655685f52aba7f736a620a91ae7003824e8abe07d8b,ok,
212,pokemon,Pidgey,波波,212-pidgey.png,assets/pokopia_image_sources/pokemon_portraits/212-pidgey.png,https://pokopiadex.com/images/pokemon/sprites/pidgey.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,101705,f22b103dc9c0b7059348a265dd081c81bf887d3e386b111400869b5f35c336c7,ok,
213,pokemon,Pikachu,皮卡丘,213-pikachu.png,assets/pokopia_image_sources/pokemon_portraits/213-pikachu.png,https://pokopiadex.com/images/pokemon/sprites/pikachu.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,79086,6a9305fbd6f02345153567f4142faf019380b1a1c839cfa3f2349cc36d536a40,ok,
214,pokemon,Pinsir,凯罗斯,214-pinsir.png,assets/pokopia_image_sources/pokemon_portraits/214-pinsir.png,https://pokopiadex.com/images/pokemon/sprites/pinsir.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,136491,0eb57067071e69b8d115336ee46cb1b230a5b680754eff5ab1c9d6f59851466d,ok,
215,pokemon,Piplup,波加曼,215-piplup.png,assets/pokopia_image_sources/pokemon_portraits/215-piplup.png,https://pokopiadex.com/images/pokemon/sprites/piplup.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,91422,6d2b550683d142fd875e0704bf7795b3c6a9ebba75d2bf8053e84ab9ff837e59,ok,
216,pokemon,Plusle,正电拍拍,216-plusle.png,assets/pokopia_image_sources/pokemon_portraits/216-plusle.png,https://pokopiadex.com/images/pokemon/sprites/plusle.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,82553,d61e55180c8e651fe38fd2e8d5f410fc1b8f5d257f1d9c371d6185d4080a68d7,ok,
217,pokemon,Politoed,蚊香蛙皇,217-politoed.png,assets/pokopia_image_sources/pokemon_portraits/217-politoed.png,https://pokopiadex.com/images/pokemon/sprites/politoed.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,125059,69c3853a6c36d861acff28808d2d54cf22966df38c15c1fcc89ce2f8ec92430f,ok,
218,pokemon,Poliwag,蚊香蝌蚪,218-poliwag.png,assets/pokopia_image_sources/pokemon_portraits/218-poliwag.png,https://pokopiadex.com/images/pokemon/sprites/poliwag.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,100702,72c49bcdd36943a21718aca70c2da446fc9a106dffe48223cfab82024eff397e,ok,
219,pokemon,Poliwhirl,蚊香君,219-poliwhirl.png,assets/pokopia_image_sources/pokemon_portraits/219-poliwhirl.png,https://pokopiadex.com/images/pokemon/sprites/poliwhirl.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,148935,64590f6e9eab65bcd6046258fe0d96224fae5c45408bea973459a715d69b8e5b,ok,
220,pokemon,Poliwrath,蚊香泳士,220-poliwrath.png,assets/pokopia_image_sources/pokemon_portraits/220-poliwrath.png,https://pokopiadex.com/images/pokemon/sprites/poliwrath.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,114523,7caec1ba21a6b97cd1d8850fe14bff7834bb0b7293d4659184dfc44efdecec31,ok,
221,pokemon,Porygon,多边兽,221-porygon.png,assets/pokopia_image_sources/pokemon_portraits/221-porygon.png,https://pokopiadex.com/images/pokemon/sprites/porygon.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,104546,c8826b22036cc98d1220b0c7b46b537bcfd8e10c4f15f5a688bd7ffa7c1f72d7,ok,
222,pokemon,Porygon-Z,多边兽Ｚ,222-porygon-z.png,assets/pokopia_image_sources/pokemon_portraits/222-porygon-z.png,https://pokopiadex.com/images/pokemon/sprites/porygon-z.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,87170,77577cad7d812438278e546db2ed73c79cbd4113d838a5394c5c73549317474e,ok,
223,pokemon,Porygon2,多边兽Ⅱ,223-porygon2.png,assets/pokopia_image_sources/pokemon_portraits/223-porygon2.png,https://pokopiadex.com/images/pokemon/sprites/porygon2.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,125445,ee3eca09bfb6d95b3e5da3e4cb4edd48f95113bbc1064a1d211791859fcfcb49,ok,
224,pokemon,Prinplup,波皇子,224-prinplup.png,assets/pokopia_image_sources/pokemon_portraits/224-prinplup.png,https://pokopiadex.com/images/pokemon/sprites/prinplup.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,114877,434b1751b58b95a7d10bbe16a90cb9ba324a402f9857089ba5894b33288ba119,ok,
225,pokemon,Prof. Tangrowth,巨蔓藤（博士）,225-prof-tangrowth.webp,assets/pokopia_image_sources/pokemon_portraits/225-prof-tangrowth.webp,https://img.rankedboost.com/wp-content/plugins/pokopia/assets/npcs/professor-tangrowth.png,https://rankedboost.com/pokopia/pokedex/,rankedboost_pokedex,official_pokopia_sc_pokemon,image/webp,150862,171c7339fa41f9db468c1d11ad537cc77ffe120ce233268e7a8d83e6bc6e146f,ok,
226,pokemon,Psyduck,可达鸭,226-psyduck.png,assets/pokopia_image_sources/pokemon_portraits/226-psyduck.png,https://pokopiadex.com/images/pokemon/sprites/psyduck.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,119722,89669dd7f33c87dce7dd58f4f11dfbc4e55a14cb51c9b540a4ca9eccb92e1e9b,ok,
