sequence,kind,name,name_zh_hans,filename,relative_path,image_url,source_page,source,translation_source,content_type,bytes,sha256,status,error
301,pokemon,Wartortle,卡咪龟,301-wartortle.png,assets/pokopia_image_sources/pokemon_portraits/301-wartortle.png,https://pokopiadex.com/images/pokemon/sprites/wartortle.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,152561,8ddb79651e411410fe1e91031bacb53155019404430f30e48576cba8f2deeddf,ok,
302,pokemon,Wattrel,电海燕,302-wattrel.png,assets/pokopia_image_sources/pokemon_portraits/302-wattrel.png,https://pokopiadex.com/images/pokemon/sprites/wattrel.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,73502,94aa92d4c42a5c9486b976e61c16e58eda58c321c3305e3ba7f72aa556dbbf9e,ok,
303,pokemon,Weepinbell,口呆花,303-weepinbell.png,assets/pokopia_image_sources/pokemon_portraits/303-weepinbell.png,https://pokopiadex.com/images/pokemon/sprites/weepinbell.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,109322,6256b8e1ec0904ada6fd11fe048f696fbdcaae7c31b473e0ae9067e8a242c3b6,ok,
304,pokemon,Weezing,双弹瓦斯,304-weezing.png,assets/pokopia_image_sources/pokemon_portraits/304-weezing.png,https://pokopiadex.com/images/pokemon/sprites/weezing.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,125098,534d3b8e4a709fb488c3907892a218de1bc9f4ace73ad54f73a9cab16cdc22d8,ok,
305,pokemon,Wigglytuff,胖可丁,305-wigglytuff.png,assets/pokopia_image_sources/pokemon_portraits/305-wigglytuff.png,https://pokopiadex.com/images/pokemon/sprites/wigglytuff.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,135930,2c1246fbf875966b1761d9365d77f0d47c1929da519b8ea8bb479e558484c531,ok,
306,pokemon,Wingull,长翅鸥,306-wingull.png,assets/pokopia_image_sources/pokemon_portraits/306-wingull.png,https://pokopiadex.com/images/pokemon/sprites/wingull.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,61598,414e60e1719cb6689eccb29e21f8412cd7043bdf25a6005c60406934d6060f37,ok,
307,pokemon,Wooper,乌波,307-wooper.png,assets/pokopia_image_sources/pokemon_portraits/307-wooper.png,https://pokopiadex.com/images/pokemon/sprites/wooper.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,89114,533b3b0d24eeaa17290c72933af5a6a7f54c238571481f314fbf027b3db92e50,ok,
308,pokemon,Zapdos,闪电鸟,308-zapdos.png,assets/pokopia_image_sources/pokemon_portraits/308-zapdos.png,https://pokopiadex.com/images/pokemon/sprites/zapdos.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,118848,b6524d452c379bee2c86890d70741f3129f33dd520619254970e30d22dbd1fd3,ok,
309,pokemon,Zoroark,索罗亚克,309-zoroark.png,assets/pokopia_image_sources/pokemon_portraits/309-zoroark.png,https://pokopiadex.com/images/pokemon/sprites/zoroark.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,146844,5710367059e4ecaaf0a554e70cfc9bf9fe0def461767803c012e7cdf771ed7ca,ok,
310,pokemon,Zorua,索罗亚,310-zorua.png,assets/pokopia_image_sources/pokemon_portraits/310-zorua.png,https://pokopiadex.com/images/pokemon/sprites/zorua.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,128805,6b8cab14058f494b1bd833aafd7f272e9662b46052bd33a286d6610bc372acc0,ok,
311,pokemon,Zubat,超音蝠,311-zubat.png,assets/pokopia_image_sources/pokemon_portraits/311-zubat.png,https://pokopiadex.com/images/pokemon/sprites/zubat.png,https://pokopiadex.com/pokedex,pokopiadex_pokedex,official_pokemon_zh_names,image/png,112424,954c4b2e30950706b3c2879003742d28723bcf54b1e13f4024e4f656d4e164d3,ok,
